'3-4', 'Wed Nov 01 15.57.19 2017', 'IMD3', 'N5181A N9030A BAL0026 BAL006', 'Temp', 'Temp', 'INB: 0-VIN OUTB 0-VOP'
Balun config = S
Test 0
Frequency:,100000000.0, 250000000.0, 500000000.0, 1000000000.0, 1500000000.0, 2000000000.0, 2500000000.0, 3000000000.0, 3500000000.0, 4000000000.0
Low left:,-99.243, -100.006, -94.218, -83.875, -81.035, -73.839, -70.829, -67.758, -63.233, -57.61
Low right:,-96.318, -94.63, -92.443, -83.543, -81.619, -73.419, -71.13, -66.445, -63.573, -57.13
High left:,-8.039, -8.003, -7.988, -7.988, -7.987, -7.984, -8.014, -7.983, -8.002, -7.97
High right:,-8.015, -8.0, -8.002, -8.006, -8.004, -8.002, -7.995, -7.987, -7.996, -8.085
Left dBc:,91.228, 92.006, 86.21600000000001, 75.869, 73.03099999999999, 65.837, 62.833999999999996, 59.770999999999994, 55.236999999999995, 49.525
Right dBc:,88.279, 86.627, 84.455, 75.555, 73.632, 65.435, 63.116, 58.461999999999996, 55.571, 49.160000000000004
